Code,Title,points_r1_2021,points_r2_2021,points_r1_2020,points_r2_2020,EOS,Mid
AS002,Education  Home Economics and Religious Ed - with,464.0,452.0,441.0,434.0,400.0,433.0
AS003,Education  Home Economics and Irish - with concurr,463.0,457.0,440.0,440.0,421.0,457.0
AS051,Nutrition  Food and Business Management,378.0,347.0,328.0,317.0,337.0,399.0
AS054,Home Economics,440.0,419.0,408.0,398.0,387.0,401.0
AS110,General Nursing,440.0,432.0,419.0,,391.0,409.0
AS130,Intellectual Disability Nursing,387.0,358.0,336.0,328.0,317.0,338.0
SG141,Business,262.0,,261.0,,252.0,317.0
SG145,Business and ICT,279.0,,,,,
SG146,Accounting,304.0,,309.0,,307.0,347.0
SG147,Sport with Business,288.0,,307.0,,269.0,316.0
SG148,Tourism with Event Management,298.0,,269.0,,246.0,282.0
SG150,Business in Marketing,298.0,,,,,
SG241,Performing Arts,341.0,,328.0,,279.0,348.0
SG242,Early Childhood Care and Education,287.0,,279.0,,278.0,318.0
SG243,Social Care Practice,309.0,,301.0,,297.0,338.0
SG244,Fine Art,501.0,,505.0,,355.0,496.0
SG245,Creative Design,332.0,,282.0,,261.0,338.0
SG246,Computing,316.0,,290.0,,295.0,368.0
SG247,English and Psychology,319.0,,309.0,,308.0,336.0
SG248,Sociology and Politics,298.0,,281.0,,282.0,320.0
SG249,Writing and Literature,308.0,,297.0,,279.0,338.0
SG252,Software Development,310.0,,307.0,,300.0,354.0
SG253,Computing in Computer Networks and Cyber Security,336.0,,324.0,,273.0,341.0
SG254,Writing and Literature Online,327.0,,225.0,225.0,,
SG255,Law and Business,291.0,,,,,
SG341,General Engineering,373.0,,,,,
SG342,Civil Engineering,418.0,,415.0,,,
SG343,Quantity Surveying,300.0,,311.0,,261.0,302.0
SG344,Mechanical Engineering,412.0,,,,,
SG346,Construction Project Management and Applied Techno,313.0,,291.0,,289.0,351.0
SG347,Architecture,403.0,,360.0,,309.0,357.0
SG348,Interior Architecture and Design,359.0,,316.0,,,
SG349,Electronics and Self Driving Technologies,,,,,,
SG350,Robotics and Automation,384.0,,,,,
SG442,Occupational Safety and Health,307.0,,290.0,,289.0,330.0
SG443,Human Nutrition,376.0,,356.0,,357.0,419.0
SG444,Science Undenominated,358.0,,338.0,,308.0,369.0
SG445,Pharmaceutical Science with Drug Development,357.0,,311.0,,347.0,369.0
SG447,Health Science and Physical Activity,326.0,,328.0,,316.0,363.0
SG448,Forensic Investigation and Analysis,308.0,,306.0,,306.0,348.0
SG449,Medical Biotechnology,315.0,,341.0,,329.0,352.0
SG450,Environmental Science with Ecology (Level 8),310.0,,300.0,,,
TL801,Animation  Visual Effects and Motion Design (Level,718.0,,281.0,,281.0,341.0
TL802,TV  Radio and New Media (Level 8),322.0,,325.0,,306.0,356.0
TL810,Computing with Software Development,308.0,,310.0,,309.0,341.0
TL811,Computing with Games Development,322.0,,358.0,,310.0,334.0
TL815,Computing (Degree Award options),307.0,,308.0,,308.0,378.0
TL823,Event Management (3 year programme),293.0,,299.0,,291.0,346.0
TL831,Business Studies (Major Specialism in: Acctng or M,306.0,,306.0,,307.0,372.0
TL842,Construction Management,,,,,,
TL844,Agricultural Engineering,301.0,,300.0,,311.0,368.0
TL845,Civil Engineering,361.0,,325.0,,300.0,364.0
TL847,Manufacturing Engineering,305.0,,302.0,,,
TL848,Agricultural Science,307.0,,308.0,,331.0,362.0
TL851,Wildlife Biology (Degree Award options),309.0,,309.0,,310.0,362.0
TL855,Pharmaceutical Science (Degree Award options),316.0,,317.0,,342.0,386.0
TL858,Veterinary Bioscience,317.0,,308.0,,326.0,369.0
TL871,Health and Leisure (Degree Award options),303.0,,300.0,,303.0,346.0
TL872,Health and Leisure with Massage,314.0,,309.0,,288.0,357.0
TL873,Coaching and Sports Performance,308.0,,289.0,,282.0,336.0
TL874,Inclusive Sport and Physical Activity,341.0,,,,,
TL880,Early Childhood Care and Education,309.0,,307.0,,307.0,347.0
TL881,Social Care,301.0,,308.0,,308.0,356.0
TL889,Counselling with Addiction - Mature applicants onl,,,,,,
TL890,General Nursing and Mature Applicants,463.0,,440.0,414.0,407.0,431.0
TL891,Mental Health Nursing and Mature Applicants,440.0,419.0,389.0,378.0,367.0,379.0
WD001,Applied Computing (options),270.0,261.0,260.0,260.0,279.0,358.0
WD002,Science (options),279.0,,308.0,,302.0,377.0
WD005,Health Sciences (options),271.0,,280.0,,288.0,347.0
WD006,Exercise Sciences (options),270.0,,280.0,,282.0,337.0
WD007,Engineering (options),270.0,270.0,288.0,288.0,287.0,382.0
WD025,Construction Management and Engineering,262.0,,269.0,,269.0,327.0
WD027,Music,321.0,,262.0,,290.0,317.0
WD048,Business (options),279.0,,271.0,,278.0,357.0
WD084,Accounting,308.0,,308.0,,307.0,403.0
WD091,Hospitality Management,225.0,,228.0,,210.0,281.0
WD116,General Nursing,446.0,,422.0,,413.0,430.0
WD117,Psychiatric Nursing,415.0,,366.0,,361.0,382.0
WD120,Intellectual Disability Nursing,390.0,,377.0,,338.0,359.0
WD134,International Business,267.0,,290.0,,289.0,350.0
WD137,Design (Visual Communications),252.0,,271.0,,253.0,373.0
WD140,Laws,280.0,,280.0,,290.0,352.0
WD144,Architecture,309.0,,284.0,,283.0,385.0
WD147,Pharmaceutical Science,288.0,,293.0,,298.0,363.0
WD150,Criminal Justice Studies,280.0,,270.0,,271.0,311.0
WD152,Visual Art,243.0,,,,253.0,323.0
WD161,Computer Forensics and Security,270.0,,255.0,,262.0,401.0
WD162,Quantity Surveying,226.0,,216.0,,260.0,320.0
WD163,Psychology,456.0,,434.0,,390.0,429.0
WD186,Sports Coaching and Performance,261.0,,270.0,,276.0,327.0
WD187,Social Science,276.0,,272.0,,271.0,321.0
WD191,Agricultural Science,377.0,,377.0,,378.0,421.0
WD192,Social Care Practice,271.0,,270.0,,279.0,323.0
WD193,Marketing and Digital Media,279.0,,271.0,,290.0,358.0
WD194,Culinary Arts,237.0,,217.0,,235.0,331.0
WD195,Architectural and Building Information Modelling T,279.0,,279.0,,266.0,305.0
WD200,Arts (options),201.0,201.0,,,221.0,296.0
WD210,Software Systems Development,260.0,,279.0,,271.0,329.0
WD211,Creative Computing,270.0,,271.0,,275.0,322.0
WD212,Recreation and Sport Management,262.0,,270.0,,274.0,311.0
WD230,Mechanical and Manufacturing Engineering,230.0,230.0,253.0,,273.0,348.0
WD231,Early Childhood Care and Education,266.0,,,,,
WD232,Business Information Systems,261.0,261.0,,,,
AL600,Software Design,,,,,,
AL601,Computer Engineering,,,,219.0,,
AL602,Mechanical Engineering,,,,,,
AL604,Civil Engineering,,,,,,
AL605,Music and Instrument Technology,,,,,,
AL630,Pharmacy Technician,,,295.0,,,
AL631,Dental Nursing,,,300.0,298.0,,
AL632,Applied Science,,,234.0,,,
AL650,Business,,,207.0,,,
AL660,Culinary Arts,,,,,,
AL661,Bar Supervision,,,,,,
AL663,Business (Sport and Recreation),,,,,,
AL701,Computer Engineering with Network Infrastructure,,,216.0,,,
AL702,Software Design with Artificial Intelligence for Cloud Computing,,,214.0,,,
AL703,Software Design with Virtual Reality and Gaming,,,216.0,,,
AL704,Computer Engineering,,,204.0,,,
AL705,Software Design with Mobile Apps and Connected Devices,,,216.0,,,
AL710,Mechanical Engineering,,,223.0,,,
AL711,Mechanical Engineering and Renewable Energy,,,228.0,,,
AL712,Automation and Robotics,,,252.0,,,
AL713,Engineering (Common Entry to Mechanical/Renewable/Mechatronic Eng),,,218.0,,,
AL718,Music and Sound Engineering,,,214.0,,,
AL721,Civil Engineering,,,233.0,,,
AL730,Biotechnology,,,250.0,,,
AL731,Veterinary Nursing,,,400.0,,,
AL734,Pharmaceutical Sciences (Drug Development and Analysis),,,244.0,,,
AL740,Exercise and Health Science,,,250.0,,,
AL751,Digital Marketing,,,241.0,,,
AL752,Business,,,225.0,,,
AL761,Hotel and Leisure Management,,,208.0,,,
AL763,Graphic Design (portfolio),,,781.0,,,
AL764,Early Years Care and Education,,,260.0,,,
AL765,Applied Social Studies in Social Care,,,280.0,,,
CI001,Counselling Skills and Psychotherapy Studies,,,300.0,,,
CI002,Counselling Skills and Addiction Studies,,,309.0,,,
CI005,Counselling Skills and Youth Studies,,,306.0,302.0,,
CR001,Applied Physics and Instrumentation,,,250.0,,,
CR006,Applied Biosciences,,,361.0,,,
CR007,Analytical and Pharmaceutical Chemistry,,,240.0,,,
CR010,Agriculture (Year 1 - 2 days in Clonakilty Agri College & 3 days in CIT),,,321.0,,,
CR016,Software Development,,,307.0,,,
CR021,Business (Common Entry),,,255.0,,,
CR022,Business Administration,,,190.0,,,
CR031,Social Care Work,,,346.0,,,
CR032,Recreation and Leisure Management,,,298.0,,,
CR035,Community Development,,,100.0,,,
CR041,Tourism Management,,,216.0,,,
CR042,Hospitality Management,,,208.0,,,
CR046,Automotive Technology and Management,,,216.0,,,
CR051,Civil Engineering,,,248.0,,,
CR052,Construction,,,251.0,,,
CR053,Interior Architecture,,,308.0,,,
CR055,Environmental Engineering,,,258.0,,,
CR061,Electronic Engineering,,,260.0,,,
CR062,Electrical Engineering,,,300.0,,,
CR071,Mechanical Engineering,,,261.0,,,
CR075,Biomedical Engineering,,,306.0,,,
CR090,Architectural Technology,,,266.0,,,
CR094,Nautical Science at National Maritime College of Ireland,,,243.0,,,
CR095,Marine Engineering at National Maritime College of Ireland,,,255.0,,,
CR126,Popular Music: Drums at CIT Cork School of Music,,,801.0,,878.0,1043.0
CR127,Popular Music: Electric Guitar at CIT Cork School of Music,,,838.0,768.0,584.0,761.0
CR128,Popular Music: Keyboards at CIT Cork School of Music,,,840.0,,839.0,1009.0
CR129,Popular Music: Voice at CIT Cork School of Music,,,841.0,,857.0,927.0
CR300,Physical Sciences (Common Entry),,,282.0,,,
CR620,Early Childhood Education and Care,,,365.0,357.0,,
CR640,Culinary Arts,,,244.0,,,
CR650,Beverage Industry Management,,,209.0,,,
CR655,Culinary Studies,,,189.0,,,
CR657,Hospitality Studies,,,180.0,163.0,,
CR805,Marine Electrotechnology at National Maritime College of Ireland,,,235.0,,,
CR888,Information Technology,,,290.0,,,
CT110,Computing in Information Technology,,,210.0,,,
CT116,Information Technology,,,219.0,,,
CW006,Business,,,,,,
CW027,Sustainable Farm Management and Agribusiness,,,266.0,,,
CW037,Business (options),,,195.0,,,
CW047,Visual Communications and Design,,,214.0,181.0,,
CW057,Art (portfolio),,,700.0,,,
CW077,Tourism and Event Management,,,217.0,,,
CW106,Physiology and Health Science,,,451.0,,,
CW107,Analytical Science,,,277.0,,,
CW116,Pharmacy Technician Studies,,,250.0,,,
CW117,Biosciences,,,205.0,,,
CW126,Science - Applied Biology or Applied Chemistry,,,191.0,,,
CW206,Computing - Applications or Programming,,,235.0,,,
CW207,Software Development,,,244.0,,,
CW217,Information Technology Management,,,234.0,,,
CW227,Cybercrime and IT Security,,,233.0,,,
CW237,Computing in Interactive Digital Art and Design,,,212.0,,,
CW407,Architectural Technology,,,188.0,,,
CW417,Construction Management with Building Services,,,220.0,,,
CW427,Civil Engineering,,,199.0,,,
CW507,Aircraft Systems,,,293.0,,,
CW517,Mechanical Engineering,,,276.0,,,
CW527,Electronic Engineering,,,227.0,,,
CW547,TV and Media Production,,,301.0,,,
CW706,Legal Studies,,,163.0,,,
CW707,Industrial Design,,,207.0,,,
CW717,Professional Social Care Practice,,,288.0,,,
CW807,Sport Coaching and Business Management - GAA (portfolio),,,700.0,,,
CW817,Sport Coaching and Business Management - Rugby (portfolio),,,700.0,,,
CW827,Sport Coaching and Business Management - Soccer (portfolio),,,700.0,,,
CW837,Digital Marketing with Analytics,,,200.0,,,
CW906,Business,,,177.0,,,
CW917,Business (options),,,224.0,,,
CW926,Business with Law,,,210.0,,,
CW936,Accounting,,,231.0,,,
DB516,Financial Services,,,,,328.0,336.0
DB528,Applied Social Care,,,,,,
DB534,Sound Engineering and Music Production,,,,,,
DB563,Arts,,,161.0,189.0,,
DB571,Business Studies,,,173.0,211.0,,
DB572,Business in Accounting,,,119.0,117.0,,
DB573,Business in Marketing,,,117.0,146.0,,
DB574,Business in Information Technology,,,136.0,388.0,,
DB576,Film and Creative Media,,,,,,
DC201,Common Entry into Science (Undenominated Entry),,,498.0,488.0,454.0,477.0
DC239,"Gaeilge, Iriseoireacht agus na Meáin Dhigiteacha",,,430.0,,,
DK710,Business and Management,,,120.0,120.0,,
DK711,Business and Technology,,,191.0,,,
DK712,Digital Marketing and Public Relations,,,100.0,100.0,,
DK721,Computing,,,106.0,106.0,,
DK722,Augmented and Virtual Reality,,,144.0,144.0,,
DK730,Building Surveying,,,165.0,,,
DK731,Architectural Technology,,,332.0,,,
DK732,Construction Management,,,120.0,,,
DK740,Engineering - Electrical and Electronic Systems,,,179.0,179.0,,
DK742,Engineering - Mechanical Engineering,,,166.0,166.0,,
DK744,Engineering - Civil Engineering,,,190.0,157.0,,
DK750,Hospitality Management,,,176.0,176.0,,
DK752,Event Management,,,175.0,175.0,,
DK753,Culinary Arts,,,182.0,182.0,,
DK763,"Sport, Exercise and Enterprise",,,233.0,,,
DK767,Community Youth Work (interview),,,240.0,240.0,,
DK768,Audio and Music Production,,,261.0,,,
DK769,Creative Media,,,165.0,165.0,,
DK770,Theatre & Film Practice,,,190.0,190.0,,
DK771,Musical Theatre (audition),,,,,,
DK781,Science - Bioscience,,,358.0,328.0,,
DK783,Science - Pharmaceutical Science,,,349.0,317.0,,
DK784,Veterinary Nursing,,,399.0,,,
DK860,Music (audition),,,532.0,532.0,499.0,649.0
DL701,Business - Applied Entrepreneurship,,,,,,
DL821,"English, Media and Cultural Studies",,,212.0,212.0,211.0,317.0
DL828,"3D Design, Modelmaking and Digital Art",,,506.0,,691.0,866.0
DL829,Design for Stage and Screen (Costume Design),,,593.0,,817.0,1021.0
DL830,Design for Stage and Screen (Character Makeup Design),,,939.0,,879.0,953.0
DL831,Design for Stage and Screen (Production Design),,,781.0,,893.0,1073.0
DL834,Film and Television Production,,,990.0,,933.0,1011.0
DN252,Dairy Business,,,410.0,,398.0,428.0
DN253,Agri - Environmental Sciences,,,418.0,,403.0,419.0
DN271,Forestry,,,311.0,,303.0,361.0
DN272,"Horticulture, Landscape and Sportsturf Management",,,297.0,282.0,252.0,312.0
DS602,Computing and Multimedia (Level 6 - Higher Certificate),,,,,,
DS603,Computing and Multimedia (Level 6 - Certificate),,,,,,
DS701,Business,,,,,,
DS702,Computing and Multimedia (Level 7),,,,,,
GA160,Business,,,163.0,163.0,,
GA170,Business,,,250.0,,,
GA171,Business Information Systems,,,250.0,,,
GA172,Rural Enterprise and Agri-Business,,,277.0,,,
GA174,Marketing and Sales,,,281.0,,,
GA175,Finance,,,278.0,,,
GA176,Business with Entrepreneurship,,,278.0,,,
GA272,Heritage Studies,,,188.0,188.0,,
GA273,Contemporary Art,,,702.0,,,
GA274,Design,,,251.0,,,
GA360,Business in Tourism,,,172.0,172.0,,
GA361,Culinary Arts,,,193.0,,,
GA362,Hotel and Hospitality Operations,,,240.0,228.0,,
GA364,Heritage Studies,,,252.0,252.0,,
GA370,Hotel and Catering Management,,,198.0,,,
GA376,Event Management with Public Relations,,,206.0,187.0,,
GA377,International Tourism Management,,,172.0,,,
GA378,Culinary and Gastronomic Science,,,219.0,,,
GA470,Construction Management,,,244.0,243.0,,
GA471,Quantity Surveying and Construction Economics,,,200.0,,,
GA472,Architectural Technology,,,226.0,,,
GA473,Civil Engineering,,,241.0,,,
GA570,Software and Electronic Engineering,,,224.0,,,
GA670,Mechanical Engineering,,,265.0,,,
GA673,Energy Engineering,,,260.0,,,
GA674,Biomedical Engineering,,,298.0,,,
GA675,Agricultural Engineering,,,298.0,,,
GA676,Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),,,290.0,,,
GA677,Manufacturing Engineering Design,,,235.0,,,
GA770,Applied Freshwater and Marine Biology,,,280.0,,,
GA771,Applied Biology and Biopharmaceutical Science,,,280.0,,,
GA772,Chemical and Pharmaceutical Science,,,280.0,,,
GA773,Physics and Instrumentation,,,299.0,,,
GA774,Science (Undenominated),,,289.0,,,
GA775,Computing in Software Development,,,260.0,,,
GA776,Computing and Digital Media,,,241.0,,,
GA777,Agriculture and Environmental Management,,,281.0,,,
GA862,History & Geography,,,178.0,,,
GA864,Early Childhood Education and Care,,,214.0,204.0,,
GA870,Outdoor Education and Leisure,,,182.0,171.0,,
GA871,Early Childhood Education and Care,,,190.0,,,
GA872,Culture and Environment,,,196.0,,,
GA879,Applied Social Care,,,244.0,,,
GA974,"Furniture Design, Making and Technology - Common Entry",,,214.0,,,
GB001,Business,,,,,,
GC250,Communications and Media Production,,,,,,
GC305,International Hospitality Management,,,253.0,253.0,327.0,327.0
GC306,International Hospitality Management,,,253.0,253.0,,
GC335,Computing,,,217.0,195.0,,
GC410,Marketing,,,145.0,,,
GC411,Business,,,135.0,135.0,,
GC435,Computing,,,,,,
GC460,Music Production for Games (portfolio),,,,,,
GC465,Communications,,,,,,
GC466,Film and TV Production,,,,,,
GC470,Photographic Media,,,169.0,169.0,,
GC475,Photography,,,150.0,150.0,,
GC490,Interior Design,,,117.0,117.0,,
GC495,Fashion,,,129.0,129.0,,
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),,,409.0,,330.0,397.0
GY112,Arts with Film Studies,,,321.0,,338.0,370.0
GY120,"Arts (Child, Youth and Family: Policy and Practice)",,,350.0,,309.0,346.0
GY121,Arts (Children`s Studies),,,356.0,,356.0,389.0
GY124,Arts (Arts with Data Science),,,454.0,,434.0,466.0
GY126,Arts (English and Media Studies),,,391.0,,418.0,451.0
GY131,Arts (History and Globalisation Studies),,,360.0,,340.0,431.0
LC221,Accounting and Finance,,,241.0,,,
LC222,Marketing and Management,,,270.0,,,
LC228,Sports Development and Coaching,,,205.0,,,
LC230,Business with Computing,,,217.0,,,
LC235,Internet Systems Development,,,205.0,,,
LC251,Civil Engineering,,,206.0,,,
LC257,Interior Design,,,264.0,,,
LC260,Applied Biology,,,326.0,,,
LC267,Forensic and Pharmaceutical Sciences,,,329.0,,,
LC268,Medical Technology,,,289.0,,,
LC270,Music Technology and Production,,,307.0,,,
LC271,Electrical Engineering,,,261.0,,,
LC276,Creative Broadcast and Film Production,,,297.0,,,
LC277,Industrial Automation and Robotic Systems,,,232.0,,,
LC278,Renewable and Electrical Energy Engineering,,,280.0,,,
LC279,Electronic Engineering,,,214.0,,,
LC281,Automobile Technology,,,208.0,,,
LC283,Precision Engineering,,,227.0,,,
LC284,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",,,200.0,,,
LC285,Mechanical Engineering,,,272.0,,,
LC286,Road Transport Technology and Management,,,264.0,,,
LC290,Community Sport Development,,,188.0,,,
LC336,Computing,,,207.0,,,
LC398,Culinary Arts,,,163.0,,,
LC399,Hospitality Supervision,,,148.0,,,
LC401,Early Childhood Education and Care,,,297.0,,298.0,387.0
LC414,Data Analytics and Cyber Security,,,236.0,,,
LC415,Business,,,197.0,,,
LC423,Sports Strength and Conditioning,,,157.0,,,
LC425,Environmental Science,,,278.0,,,
LC428,Environmental Science and Agriculture,,,278.0,,,
LC432,Early Childhood Education and Care,,,144.0,,,
LC434,Environmental Science and Agriculture,,,297.0,,278.0,347.0
LC504,Creative Media and Design,,,192.0,,,
LC602,Social Care Work,,,260.0,,,
LC603,Early Childhood Education and Care,,,147.0,,,
LC605,Business,,,195.0,,,
LC613,Early Childhood Education and Care,,,242.0,,346.0,388.0
LM180,Equine Science,,,337.0,,,
LY107,Business - Common Entry,,,161.0,161.0,,
LY206,Sports Studies,,,149.0,148.0,,
LY207,Law with Criminal Justice,,,160.0,160.0,,
LY317,Culinary Arts,,,229.0,224.0,,
LY327,Hospitality And Tourism - Common Entry,,,170.0,170.0,,
LY427,Digital Film and Video,,,172.0,170.0,,
LY437,Animation,,,198.0,223.0,,
LY447,Fashion with Promotion,,,266.0,279.0,,
LY457,Graphic and Digital Design,,,179.0,204.0,,
LY507,Quantity Surveying,,,181.0,181.0,,
LY527,Civil Engineering,,,165.0,163.0,,
LY607,Electronic Engineering,,,160.0,,,
LY617,Mechanical Engineering,,,180.0,180.0,,
LY707,Computer Games Development,,,204.0,,,
LY717,Computing,,,164.0,160.0,,
LY737,Computer Security and Digital Forensics,,,169.0,169.0,,
LY806,Pharmacy Technician,,,232.0,,,
LY816,Dental Nursing,,,233.0,223.0,,
LY817,Bioscience,,,248.0,,,
LY826,Health Science with Physiotherapy Studies,,,456.0,401.0,,
LY836,Health Science with Occupational Therapy Studies,,,473.0,408.0,,
LY837,Food Science and Nutrition,,,194.0,194.0,,
LY846,Health Science with Dietetics Studies,,,316.0,316.0,,
LY847,Veterinary Nursing,,,367.0,367.0,,
LY867,Pharmaceutical & Medicinal Science,,,163.0,163.0,,
LY877,Agriculture,,,202.0,181.0,,
LY906,"Early Childhood Care, Health and Education",,,205.0,161.0,,
LY916,Health and Social Care,,,181.0,,,
MH405,Equine Business,,,357.0,,357.0,398.0
NC102,Computing,,,220.0,,,
NC103,Business,,,250.0,,,
NC104,Business Computing,,,243.0,,,
NM701,Montessori Education,,,187.0,,,
PC402,Arts and Humanities,,,200.0,121.0,,
PC404,Applied Social Studies - Professional Social Care,,,217.0,197.0,,
SG101,Business,,,160.0,160.0,,
SG102,Computing (Level 6 - General Entry),,,254.0,,,
SG131,Computing - Games Development,,,280.0,,,
SG134,Applied Sport with Business,,,215.0,,,
SG135,Business in Tourism with Event Management,,,187.0,,,
SG136,Computing - Software Development,,,272.0,,,
SG137,Computing (Computer Networks and Cloud Infrastructure),,,324.0,,,
SG138,Computing (Level 7 - General Entry),,,260.0,,,
SG142,Business in International Marketing and Languages (French),,,279.0,,270.0,388.0
SG144,Business in International Marketing and Languages (Spanish),,,270.0,,280.0,388.0
SG231,Fine Art,,,449.0,449.0,,
SG232,Creative Design,,,273.0,,,
SG235,Performing Arts (Theatre Design),,,319.0,,,
SG236,Performing Arts (Acting),,,235.0,,,
SG250,Application Design and User Experience,,,412.0,,290.0,431.0
SG251,Computing (Smart Technologies),,,327.0,,303.0,391.0
SG300,Engineering (General Entry),,,209.0,,,
SG302,Construction Economics,,,184.0,,,
SG308,Applied Construction Technology,,,171.0,,,
SG330,Engineering (General Entry),,,243.0,,,
SG331,Interior Architecture and Design,,,236.0,,,
SG332,Advanced Wood and Sustainable Building Technology,,,208.0,,,
SG333,Mechanical Engineering,,,216.0,,,
SG334,Mechatronic Engineering,,,290.0,,,
SG336,Precision Engineering and Design,,,309.0,,,
SG338,Civil Engineering,,,245.0,,,
SG339,Quantity Surveying,,,195.0,,,
SG401,Science,,,209.0,209.0,,
SG404,Environmental Science with Ecology (Level 6),,,264.0,264.0,,
SG406,Health and Exercise Science,,,367.0,,,
SG431,Pharmaceutical Science with Drug Development,,,269.0,,,
SG433,Occupational Safety and Health,,,223.0,,,
SG434,Human Nutrition,,,280.0,,,
SG435,Health Science and Physiology,,,289.0,,,
SG436,Biomedical Science,,,262.0,,,
SG437,Forensic Investigation and Analysis,,,243.0,,,
SG439,Environmental Science with Ecology (Level 7),,,254.0,,,
SG530,Health and Medical Information Science (Online),,,285.0,285.0,,
SG535,Business Administration,,,228.0,,,
SG536,Business,,,223.0,,,
SG537,Marketing and Sales,,,234.0,,,
TL620,Culinary Arts,,,189.0,189.0,,
TL651,Science (Biological and Environmental Studies),,,223.0,223.0,,
TL652,Pharmacy Technician,,,260.0,,,
TL701,"Animation, Visual Effects and Motion Design (Level 7)",,,228.0,,,
TL702,"TV, Radio and New Media (Level 7)",,,243.0,,,
TL710,Computing with Software Development,,,232.0,,,
TL711,Computing with Games Development,,,224.0,,,
TL715,Computing (Degree Award options),,,251.0,,,
TL716,Computer Systems and Networking,,,269.0,,,
TL731,Business (Major Specialism in: Acctng or Mktg or Mgmnt),,,219.0,,,
TL743,Agricultural Mechanisation,,,,,,
TL744,Agricultural Engineering,,,243.0,,,
TL745,Civil and Environmental Engineering,,,261.0,261.0,,
TL747,Engineering in Mechanical and Manufacturing Engineering,,,200.0,,,
TL748,Agricultural Science,,,249.0,,,
TL755,Pharmaceutical Science (Degree Award options),,,261.0,,,
TL758,Animal Bioscience,,,251.0,,,
TL771,Health and Leisure (Degree Award Options),,,208.0,,,
TL772,Health and Leisure with Massage,,,218.0,,,
TL773,Coaching and Sports Performance,,,106.0,106.0,,
TL780,Early Childhood Care and Education,,,234.0,,,
TL781,Social Care,,,225.0,,,
TR012,History and Political Science,,,555.0,554.0,532.0,557.0
TR017,Law and Business,,,602.0,,576.0,589.0
TR020,Law and Political Science,,,602.0,,567.0,600.0
TR029,Political Science and Geography,,,526.0,520.0,477.0,500.0
TR082,Computer Science and Business,,,555.0,,510.0,542.0
TR083,Sociology and Social Policy,,,498.0,487.0,451.0,474.0
TR111,Ancient History and Archaeology/Geography,,,352.0,,,
TR112,Ancient History and Archaeology/History,,,529.0,,,
TR113,Ancient History and Archaeology/History of Art and Architecture,,,337.0,,,
TR114,Ancient History and Archaeology/Modern Language,,,337.0,,,
TR117,Ancient History and Archaeology/Religion,,,342.0,,,
TR166,Classical Civilisation/English Literature,,,498.0,496.0,,
TR173,Classical Civilisation/History of Art and Architecture,,,335.0,,,
TR177,Classical Civilisation/Modern Language,,,335.0,,,
TR179,Classical Civilisation/Philosophy,,,499.0,,,
TR198,Economics/Geography,,,534.0,,,
TR202,Economics/History,,,534.0,,,
TR207,Economics/Mathematics,,,566.0,,,
TR208,Economics/Modern Language,,,534.0,,,
TR209,Economics/Philosophy,,,534.0,,,
TR212,Economics/Sociology,,,534.0,,,
TR228,Classical Languages/English Literature,,,498.0,,,
TR231,Classical Languages/History of Art and Architecture,,,349.0,,,
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",,,349.0,,,
TR239,Classical Languages/Modern Language,,,349.0,,,
TR262,English Literature/History,,,529.0,,,
TR263,English Literature/History of Art and Architecture,,,498.0,497.0,,
TR269,English Literature/Philosophy,,,499.0,,,
TR272,English Literature/Sociology,,,498.0,,,
TR276,English Literature/Drama Studies,,,498.0,,,
TR277,English Literature/Modern Language,,,498.0,495.0,,
TR311,Film/Drama Studies,,,521.0,,,
TR312,Film/English Literature,,,521.0,,,
TR320,Film/Music,,,521.0,,,
TR322,Geography/History,,,529.0,,,
TR323,Drama Studies/Modern Language,,,473.0,,,
TR324,Film/Modern Language,,,521.0,,,
TR325,Film/History,,,529.0,,,
TR326,Geography/Modern Language,,,352.0,,,
TR332,Geography/Sociology,,,498.0,496.0,,
TR443,History/History of Art and Architecture,,,529.0,,,
TR447,History/Modern Language,,,529.0,,,
TR449,History/Philosophy,,,529.0,,,
TR452,History/Sociology,,,529.0,,,
TR454,History/Religion,,,529.0,,,
TR455,History of Art and Architecture/Modern Language,,,334.0,,,
TR479,History of Art and Architecture/Philosophy,,,499.0,,,
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",,,337.0,,,
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",,,335.0,,,
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",,,529.0,,,
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",,,335.0,,,
TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,,,
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",,,342.0,,,
TR597,Mathematics/Modern Language,,,566.0,,,
TR598,Mathematics/Music,,,566.0,,,
TR599,Mathematics/Philosophy,,,566.0,,,
TR629,Music/Philosophy,,,499.0,,,
TR635,Music/Drama Studies,,,473.0,,,
TR636,Music/Modern Language,,,388.0,,,
TR638,Music/Religion,,,388.0,,,
TR639,Philosophy/Modern Language,,,499.0,,,
TR662,Philosophy/Sociology,,,499.0,,,
TR663,Religion/Classical Civilisation,,,342.0,,,
